"ID","MonthlyIncome"
981,2734.13346720863
982,9947.35474020262
983,2734.13346720863
984,2697.16369474275
985,5499.35257583704
986,2808.07301214039
987,2549.28460487922
988,5462.38280337116
989,10169.1733749979
990,2623.22414981098
991,5684.20143816645
992,2697.16369474275
993,5647.23166570057
994,5388.4432584394
995,5425.41303090528
996,5795.1107555641
997,2623.22414981098
998,15455.9458663494
999,9836.44542280497
1000,2549.28460487922
1001,5795.1107555641
1002,5388.4432584394
1003,5573.29212076881
1004,5942.98984542763
1005,2882.01255707216
1006,5536.32234830292
1007,2586.2543773451
1008,5573.29212076881
1009,19244.1612835455
1010,5684.20143816645
1011,10021.2942851344
1012,5647.23166570057
1013,5684.20143816645
1014,5610.26189323469
1015,5536.32234830292
1016,2808.07301214039
1017,2882.01255707216
1018,9762.50587787321
1019,9836.44542280497
1020,2512.31483241333
1021,5536.32234830292
1022,5462.38280337116
1023,5462.38280337116
1024,10317.0524648614
1025,15160.1876866223
1026,19059.312421216
1027,5536.32234830292
1028,5388.4432584394
1029,5351.47348597351
1030,10280.0826923956
1031,5351.47348597351
1032,2882.01255707216
1033,9725.53610540733
1034,2549.28460487922
1035,5610.26189323469
1036,2549.28460487922
1037,5425.41303090528
1038,9984.3245126685
1039,9725.53610540733
1040,5610.26189323469
1041,2734.13346720863
1042,2734.13346720863
1043,9762.50587787321
1044,5869.05030049586
1045,2697.16369474275
1046,2549.28460487922
1047,5462.38280337116
1048,9836.44542280497
1049,2808.07301214039
1050,5462.38280337116
1051,10649.7804170544
1052,2808.07301214039
1053,5499.35257583704
1054,2734.13346720863
1055,2734.13346720863
1056,2734.13346720863
1057,5425.41303090528
1058,15197.1574590882
1059,5906.02007296175
1060,2734.13346720863
1061,5684.20143816645
1062,5536.32234830292
1063,5758.14098309822
1064,2623.22414981098
1065,5647.23166570057
1066,2697.16369474275
1067,3251.71028173098
1068,19502.9496908066
1069,5388.4432584394
1070,2660.19392227686
1071,2697.16369474275
1072,5684.20143816645
1073,2586.2543773451
1074,5573.29212076881
1075,5425.41303090528
1076,15418.9760938835
1077,19244.1612835455
1078,5573.29212076881
1079,5573.29212076881
1080,5906.02007296175
1081,2808.07301214039
1082,2660.19392227686
1083,2549.28460487922
1084,5758.14098309822
1085,9762.50587787321
1086,10132.203602532
1087,5425.41303090528
1088,2734.13346720863
1089,2734.13346720863
1090,5425.41303090528
1091,5462.38280337116
1092,5758.14098309822
1093,9762.50587787321
1094,5462.38280337116
1095,5425.41303090528
1096,5499.35257583704
1097,3140.80096433333
1098,2734.13346720863
1099,2808.07301214039
1100,5573.29212076881
1101,19059.312421216
1102,5499.35257583704
1103,5684.20143816645
1104,10686.7501895203
1105,2808.07301214039
1106,2808.07301214039
1107,2845.04278460627
1108,5573.29212076881
1109,5462.38280337116
1110,5425.41303090528
1111,5758.14098309822
1112,9910.38496773674
1113,9947.35474020262
1114,5869.05030049586
1115,10317.0524648614
1116,2808.07301214039
1117,5869.05030049586
1118,5573.29212076881
1119,10280.0826923956
1120,2808.07301214039
1121,10132.203602532
1122,15382.0063214176
1123,5573.29212076881
1124,15197.1574590882
1125,2586.2543773451
1126,2549.28460487922
1127,2734.13346720863
1128,5536.32234830292
1129,15197.1574590882
1130,2660.19392227686
1131,9725.53610540733
1132,15160.1876866223
1133,5573.29212076881
1134,2660.19392227686
1135,2882.01255707216
1136,2734.13346720863
1137,3140.80096433333
1138,5573.29212076881
1139,10021.2942851344
1140,14901.3992793612
1141,5573.29212076881
1142,5573.29212076881
1143,10390.9920097932
1144,5351.47348597351
1145,5721.17121063234
1146,5499.35257583704
1147,5425.41303090528
1148,2660.19392227686
1149,2623.22414981098
1150,5610.26189323469
1151,2660.19392227686
1152,5499.35257583704
1153,5942.98984542763
1154,2549.28460487922
1155,5795.1107555641
1156,15160.1876866223
1157,2697.16369474275
1158,5758.14098309822
1159,2660.19392227686
1160,5462.38280337116
1161,2734.13346720863
1162,9762.50587787321
1163,2918.98232953804
1164,9836.44542280497
1165,2808.07301214039
1166,2586.2543773451
1167,9910.38496773674
1168,5425.41303090528
1169,2734.13346720863
1170,2808.07301214039
